,OverFifty,TotalPop,TRACTCE
"Census Tract 8643.03, Lake County, Illinois: Summary level: 140, state:17> county:097> tract:864303",1869,4302,864303
"Census Tract 8645.05, Lake County, Illinois: Summary level: 140, state:17> county:097> tract:864505",2298,7047,864505
"Census Tract 8645.11, Lake County, Illinois: Summary level: 140, state:17> county:097> tract:864511",2046,6328,864511
"Census Tract 8645.18, Lake County, Illinois: Summary level: 140, state:17> county:097> tract:864518",2091,5062,864518
"Census Tract 8647, Lake County, Illinois: Summary level: 140, state:17> county:097> tract:864700",1499,2768,864700
"Census Tract 8601.01, Lake County, Illinois: Summary level: 140, state:17> county:097> tract:860101",2337,8360,860101
"Census Tract 8544, Kane County, Illinois: Summary level: 140, state:17> county:089> tract:854400",3516,14837,854400
"Census Tract 8515, Kane County, Illinois: Summary level: 140, state:17> county:089> tract:851500",188,1146,851500
"Census Tract 8516, Kane County, Illinois: Summary level: 140, state:17> county:089> tract:851600",1676,6503,851600
"Census Tract 8522.02, Kane County, Illinois: Summary level: 140, state:17> county:089> tract:852202",2372,9316,852202
"Census Tract 8241.17, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:824117",3999,9619,824117
"Census Tract 8241.19, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:824119",2846,5713,824119
"Census Tract 8241.20, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:824120",4558,8884,824120
"Census Tract 8241.21, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:824121",1356,3279,824121
"Census Tract 8241.22, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:824122",2829,6444,824122
"Census Tract 8241.23, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:824123",2774,7741,824123
"Census Tract 8253.03, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:825303",1201,3956,825303
"Census Tract 8253.04, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:825304",1569,4246,825304
"Census Tract 8300.07, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:830007",1530,5161,830007
"Census Tract 8300.08, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:830008",1324,4415,830008
"Census Tract 8305, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:830500",842,4959,830500
"Census Tract 8306, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:830600",922,4861,830600
"Census Tract 8307, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:830700",1141,3693,830700
"Census Tract 8308, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:830800",427,2512,830800
"Census Tract 8309, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:830900",598,3089,830900
"Census Tract 8310, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:831000",403,2195,831000
"Census Tract 8311, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:831100",2159,7891,831100
"Census Tract 8312, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:831200",1241,4838,831200
"Census Tract 8313, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:831300",392,1047,831300
"Census Tract 8314, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:831400",1050,2976,831400
"Census Tract 8315, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:831500",1166,3720,831500
"Census Tract 8316, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:831600",2355,7451,831600
"Census Tract 8317, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:831700",659,2500,831700
"Census Tract 8318, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:831800",1901,6194,831800
"Census Tract 8319, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:831900",342,2913,831900
"Census Tract 8320, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:832000",132,1781,832000
"Census Tract 8321, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:832100",383,3533,832100
"Census Tract 8322, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:832200",391,3289,832200
"Census Tract 8323, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:832300",264,2001,832300
"Census Tract 8324, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:832400",516,3038,832400
"Census Tract 8325, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:832500",863,3551,832500
"Census Tract 9518, Marion County, Illinois: Summary level: 140, state:17> county:121> tract:951800",906,2328,951800
"Census Tract 9526, Marion County, Illinois: Summary level: 140, state:17> county:121> tract:952600",684,2186,952600
"Census Tract 9520, Marion County, Illinois: Summary level: 140, state:17> county:121> tract:952000",1559,4269,952000
"Census Tract 9525, Marion County, Illinois: Summary level: 140, state:17> county:121> tract:952500",825,2540,952500
"Census Tract 9527, Marion County, Illinois: Summary level: 140, state:17> county:121> tract:952700",1399,3651,952700
"Census Tract 9521, Marion County, Illinois: Summary level: 140, state:17> county:121> tract:952100",1109,3032,952100
"Census Tract 9523, Marion County, Illinois: Summary level: 140, state:17> county:121> tract:952300",1753,3381,952300
"Census Tract 9516, Marion County, Illinois: Summary level: 140, state:17> county:121> tract:951600",1348,3382,951600
"Census Tract 9522, Marion County, Illinois: Summary level: 140, state:17> county:121> tract:952200",1685,4207,952200
"Census Tract 9517, Marion County, Illinois: Summary level: 140, state:17> county:121> tract:951700",1041,2489,951700
"Census Tract 9519, Marion County, Illinois: Summary level: 140, state:17> county:121> tract:951900",1289,2947,951900
"Census Tract 5045, St. Clair County, Illinois: Summary level: 140, state:17> county:163> tract:504500",1629,5486,504500
"Census Tract 5015.01, St. Clair County, Illinois: Summary level: 140, state:17> county:163> tract:501501",812,2032,501501
"Census Tract 5043.52, St. Clair County, Illinois: Summary level: 140, state:17> county:163> tract:504352",1694,4561,504352
"Census Tract 5033.22, St. Clair County, Illinois: Summary level: 140, state:17> county:163> tract:503322",3166,7350,503322
"Census Tract 5034.02, St. Clair County, Illinois: Summary level: 140, state:17> county:163> tract:503402",2571,6617,503402
"Census Tract 5043.53, St. Clair County, Illinois: Summary level: 140, state:17> county:163> tract:504353",1400,4282,504353
"Census Tract 5032.11, St. Clair County, Illinois: Summary level: 140, state:17> county:163> tract:503211",1674,3961,503211
"Census Tract 5034.04, St. Clair County, Illinois: Summary level: 140, state:17> county:163> tract:503404",1150,6128,503404
"Census Tract 5027, St. Clair County, Illinois: Summary level: 140, state:17> county:163> tract:502700",394,1061,502700
"Census Tract 9593, Shelby County, Illinois: Summary level: 140, state:17> county:173> tract:959300",2081,4939,959300
"Census Tract 9595, Shelby County, Illinois: Summary level: 140, state:17> county:173> tract:959500",1523,3845,959500
"Census Tract 9591, Shelby County, Illinois: Summary level: 140, state:17> county:173> tract:959100",1604,3749,959100
"Census Tract 4, DeKalb County, Illinois: Summary level: 140, state:17> county:037> tract:000400",2698,9034,000400
"Census Tract 17, DeKalb County, Illinois: Summary level: 140, state:17> county:037> tract:001700",1336,3312,001700
"Census Tract 9570, Edwards County, Illinois: Summary level: 140, state:17> county:047> tract:957000",867,2185,957000
"Census Tract 9571, Edwards County, Illinois: Summary level: 140, state:17> county:047> tract:957100",873,2159,957100
"Census Tract 9569, Edwards County, Illinois: Summary level: 140, state:17> county:047> tract:956900",977,2163,956900
"Census Tract 9775, Jasper County, Illinois: Summary level: 140, state:17> county:079> tract:977500",1589,3992,977500
"Census Tract 9773, Jasper County, Illinois: Summary level: 140, state:17> county:079> tract:977300",1235,2861,977300
"Census Tract 9774, Jasper County, Illinois: Summary level: 140, state:17> county:079> tract:977400",1183,2745,977400
"Census Tract 504, Jefferson County, Illinois: Summary level: 140, state:17> county:081> tract:050400",1776,5287,050400
"Census Tract 510, Jefferson County, Illinois: Summary level: 140, state:17> county:081> tract:051000",200,1519,051000
"Census Tract 502, Jefferson County, Illinois: Summary level: 140, state:17> county:081> tract:050200",1098,3057,050200
"Census Tract 507, Jefferson County, Illinois: Summary level: 140, state:17> county:081> tract:050700",1583,4175,050700
"Census Tract 508, Jefferson County, Illinois: Summary level: 140, state:17> county:081> tract:050800",1904,4141,050800
"Census Tract 503, Jefferson County, Illinois: Summary level: 140, state:17> county:081> tract:050300",1649,4535,050300
"Census Tract 511, Jefferson County, Illinois: Summary level: 140, state:17> county:081> tract:051100",852,2196,051100
"Census Tract 505, Jefferson County, Illinois: Summary level: 140, state:17> county:081> tract:050500",1725,3604,050500
"Census Tract 509, Jefferson County, Illinois: Summary level: 140, state:17> county:081> tract:050900",694,2763,050900
"Census Tract 506, Jefferson County, Illinois: Summary level: 140, state:17> county:081> tract:050600",1490,2923,050600
"Census Tract 501, Jefferson County, Illinois: Summary level: 140, state:17> county:081> tract:050100",1726,3969,050100
"Census Tract 8100, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:810000",1681,5007,810000
"Census Tract 8102, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:810200",1871,6347,810200
"Census Tract 8110, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:811000",1864,4125,811000
"Census Tract 8530.07, Kane County, Illinois: Summary level: 140, state:17> county:089> tract:853007",1207,5912,853007
"Census Tract 8543.01, Kane County, Illinois: Summary level: 140, state:17> county:089> tract:854301",1717,7517,854301
"Census Tract 8545.03, Kane County, Illinois: Summary level: 140, state:17> county:089> tract:854503",3228,12062,854503
"Census Tract 8057.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:805702",792,1983,805702
"Census Tract 8068.01, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:806801",2055,4064,806801
"Census Tract 8073, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:807300",3106,7783,807300
"Census Tract 8080.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:808002",2163,4870,808002
"Census Tract 8089, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:808900",1866,4175,808900
"Census Tract 8098, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:809800",1046,2769,809800
"Census Tract 8712.06, McHenry County, Illinois: Summary level: 140, state:17> county:111> tract:871206",2413,6606,871206
"Census Tract 8713.01, McHenry County, Illinois: Summary level: 140, state:17> county:111> tract:871301",1694,4812,871301
"Census Tract 8709.04, McHenry County, Illinois: Summary level: 140, state:17> county:111> tract:870904",1878,4658,870904
"Census Tract 8704.01, McHenry County, Illinois: Summary level: 140, state:17> county:111> tract:870401",2849,8179,870401
"Census Tract 8706.03, McHenry County, Illinois: Summary level: 140, state:17> county:111> tract:870603",1515,4899,870603
"Census Tract 8710.04, McHenry County, Illinois: Summary level: 140, state:17> county:111> tract:871004",1969,5490,871004
"Census Tract 8708.11, McHenry County, Illinois: Summary level: 140, state:17> county:111> tract:870811",1751,4700,870811
"Census Tract 1.05, McLean County, Illinois: Summary level: 140, state:17> county:113> tract:000105",1423,4016,000105
"Census Tract 12, McLean County, Illinois: Summary level: 140, state:17> county:113> tract:001200",950,2552,001200
"Census Tract 13.03, McLean County, Illinois: Summary level: 140, state:17> county:113> tract:001303",379,1965,001303
"Census Tract 56.02, McLean County, Illinois: Summary level: 140, state:17> county:113> tract:005602",860,2130,005602
"Census Tract 8501.01, Kane County, Illinois: Summary level: 140, state:17> county:089> tract:850101",1903,6648,850101
"Census Tract 8501.03, Kane County, Illinois: Summary level: 140, state:17> county:089> tract:850103",1953,5986,850103
"Census Tract 8501.05, Kane County, Illinois: Summary level: 140, state:17> county:089> tract:850105",2006,6878,850105
"Census Tract 8501.06, Kane County, Illinois: Summary level: 140, state:17> county:089> tract:850106",2758,8396,850106
"Census Tract 8511.01, Kane County, Illinois: Summary level: 140, state:17> county:089> tract:851101",1218,4357,851101
"Census Tract 9551, Saline County, Illinois: Summary level: 140, state:17> county:165> tract:955100",831,2498,955100
